,Unnamed: 0,firm,kiscode,kiscode_tf,business
13,13,코오롱오토모티브(주),HP3927,1802703927,1238648335
14,14,(주)엠오디,479692,479692,5058145966
15,15,코오롱바스프이노폼(주),HL9760,1802309760,5228800283
16,16,리베토코리아(주),IY0312,1903700312,8148701054
17,17,네이처브리지(주),CB8543,1301208543,1268680071
18,18,(주)코오롱인베스트먼트,137418,137418,2208180271
19,19,덕평랜드(주),372686,372686,1268172367
20,20,코오롱하우스비전(주),HQ4238,1802804238,1658600432
21,21,코오롱오토케어서비스(주),IW2092,1903502092,8978800998
22,22,스위트밀(주),389116,389116,2148746625
23,23,(주)케이에프엔티,372658,372658,6108162952
24,24,(주)퍼플아이오,JZ9216,2103809216,5598701569
25,25,천안북부일반산업단지(주),JJ0927,2102100927,4868601279
26,26,(주)테크비전,CD6888,1301406888,7528100022
27,27,(주)씨에이텍,HV9042,1803409042,3248600517
28,28,이노베이스(주),HM1474,1802401474,8598100298
29,29,코오롱에코너지(주),C06928,13006928,4108617338
30,30,(주)아르텍스튜디오,JX3614,2103603614,7158701626
31,31,더블유파트너스(주),G04419,17004419,1388164405
32,32,라비에벨중국복합문화타운(주),JY7808,2103707808,8648601498
33,33,아토메탈테크코리아(주),JB2158,2101202158,7348101004
34,34,코오롱이앤씨(주),M22989,24022989,2208889117
0,0,(주)태영건설,501662,501662,1058174543
1,1,(주)SBS,910856,910856,1168139357
2,2,(주)티와이홀딩스,LT8340,2303208340,7558101772
3,3,SBS미디어홀딩스(주),C07096,13007096,1178164510
4,4,(주)에스비에스콘텐츠허브,116059,116059,1168176255
5,5,(주)티에스케이워터,JH3819,2101803819,6778601176
6,6,(주)에스비에스에이앤티,126820,126820,1168170227
7,7,(주)티에스케이코퍼레이션,388578,388578,1288198738
8,8,(주)블루원,M15921,24015921,5058181749
9,9,(주)티에스케이엔지니어링,386383,386383,1348102450
10,10,(주)에스비에스미디어넷,165071,165071,2158193624
11,11,(주)디엠씨미디어,234475,234475,1208639351
12,12,(주)태영인더스트리,356662,356662,6108110449
13,13,(주)에스비에스엠앤씨,H77700,18077700,1018667119
14,14,(주)인제스피디움,C87253,13087253,2238111040
15,15,(주)문고리닷컴,C99964,13099964,1348657926
16,16,(주)티에스케이프리텍,353733,353733,3018177357
17,17,(주)에스비에스아이앤엠,IS8996,1903108996,5988800752
18,18,에코시스템(주),164139,164139,6098146573
19,19,(주)티에스케이그린에너지,H82150,18082150,4038165517
20,20,(주)태영그레인터미널,469330,469330,1388131490
21,21,(주)에스비에스네오파트너스,IS8995,1903108995,1868800807
22,22,(주)티에스케이이앤피,J05181,21005181,6108620388
23,23,스마트미디어렙(주),L85463,23085463,1058804051
24,24,(주)에코시티,388500,388500,4188119640
25,25,(주)유니시티,G52720,17052720,6098194978
26,26,(주)에스비에스플러스,JP7664,2102707664,4398701421
27,27,(주)센트로,HN1560,1802501560,2258700328
28,28,(주)에코시티개발,HD6740,1801406740,7298800114
29,29,(주)엠시에타개발,467131,467131,1408117661
30,30,(주)이너시티개발,IO4817,1902604817,5328800581
31,31,경산에코에너지(주),H68966,18068966,2158755980
32,32,(주)티에스케이엔워터테크,J95995,21095995,1448117741
33,33,스튜디오에스(주),F15478,16015478,1288647739
34,34,신경주역세권공영개발(주),C83859,13083859,5058154086
35,35,에스비에스바이아컴(유),167204,167204,1298141126
36,36,(주)무노스,LH5098,2301805098,6438701700
37,37,(주)엠시에타,467128,467128,1408117676
38,38,(주)리앤에스스포츠,F15477,16015477,2158737420
39,39,신경주지역개발(주),C83860,13083860,5058154072
40,40,포천바이오에너지(주),H24181,18024181,1278623087
41,41,(주)여수엑스포환경,F15476,16015476,1318605720
42,42,(주)군포복합개발피에프브이,JU6974,2103306974,8278801611
43,43,(주)부산바이오에너지,J20263,21020263,6078608942
44,44,(주)블렌딩,IM8019,1902408019,2998800549
45,45,(주)에스비에스디지털뉴스랩,IX1152,1903601152,3448700992
46,46,(주)여천이피에스,JU2147,2103302147,8228801561
47,47,(주)지에프앤엘,JK6732,2102206732,6888800905
48,48,(주)코나드,IL5389,1902305389,8568600616
49,49,(주)티에스케이엠엔에스,JE5625,2101505625,3948601214
50,50,(주)평택싸이로,IU7748,1903307748,1778800690
51,51,(주)포맷티스트,JJ8376,2102108376,6518701375
52,52,걸포도시개발자산관리(주),LG7239,2301707239,2378101954
53,53,네오시티(주),IQ2140,1902802140,1908800674
54,54,대구남부에이엠씨(주),C77629,13077629,5028196321
55,55,대동산업단지(주),JT1838,2103201838,2278701401
56,56,삼계개발(주),LB8940,2301208940,5258701528
57,57,양산석계에이엠씨(주),I63636,19063636,6218196262
58,58,양주동서도로(주),G44195,17044195,1278625751
59,59,창원복합행정타운개발(주),JZ1134,2103801134,7998601724
60,60,천안풍세산업단지개발(주),JV5848,2103405848,-
0,0,(주)대우건설,158130,158130,1048158180
1,1,대우송도호텔(주),688866,688866,1318605808
2,2,(주)대우에스티,373004,373004,3018179942
3,3,한국인프라관리(주),F24550,16024550,6068624594
4,4,포천민자발전(주),J23524,21023524,2318100355
5,5,대우파워(주),HH4913,1801804913,5068192119
6,6,천마산터널(주),H27041,18027041,1018656567
7,7,(주)창원혁신산단개발자산관리,HM8096,1802408096,4118800213
8,8,(주)고촌복합개발자산관리,LA1163,2301101163,1638801652
9,9,(주)푸르웰,H31284,18031284,1018662400
10,10,강화조력발전(주),F12987,16012987,1318619258
11,11,동서울지하도로(주),LV2890,2303402890,2188801966
12,12,투게더투자운용(주),JX7198,2103607198,4768601699
13,13,평성인더스트리아자산관리(주),HL5822,1802305822,5658700304
14,14,풍무역세권개발자산관리(주),IQ2139,1902802139,8918100763
0,0,(주)이월드,375649,375649,5038168487
1,1,(주)이리츠코크렙기업구조조정부동산투자회사,467595,467595,1078667081
2,2,(주)이랜드리테일,620106,620106,1148101855
3,3,(주)이랜드월드,637190,637190,1058144184
4,4,(주)이랜드파크,900893,900893,2278100735
5,5,(주)이랜드이츠,JQ7455,2102807455,5148601083
6,6,(주)이네스트,487157,487157,1058708195
7,7,(주)이랜드건설,058357,58357,1058617343
8,8,(주)이랜드시스템스,024518,24518,1058145524
9,9,(주)이랜드중국패션디자인,B98023,12098023,1198604323
10,10,(주)이랜드크루즈,031527,31527,2078137903
11,11,(주)이랜드위시디자인,H60256,18060256,1198642481
12,12,(주)예지실업,910236,910236,1278107739
13,13,(주)이앤씨월드,IY9962,1903709962,1568801028
14,14,농업회사법인맛누리(주),H82154,18082154,4078123561
15,15,(주)이랜드테마파크제주,I70524,19070524,6168601109
16,16,(주)케이비와이즈스타제6호위탁관리부동산투자회사,J98512,21098512,2208865944
17,17,(주)올리브스튜디오,677681,677681,2208721181
18,18,(주)리드온,237339,237339,1058666432
19,19,(주)이랜드스포츠,L98518,23098518,1198691736
20,20,(주)켄싱턴월드,C43127,13043127,1048616749
21,21,(주)리드,024515,24515,1168136817
22,22,(주)와인캐슬,388463,388463,1268196603
23,23,(주)이랜드공덕,I69573,19069573,1078783171
24,24,(주)이랜드서비스,JZ4220,2103804220,2268801633
25,25,(주)이랜드인재원,IR8076,1902908076,5978700771
26,26,(주)이랜드투자일임,JX1543,2103601543,3868601585
27,27,(주)이에셋레저개발,HL7163,1802307163,2948600370
28,28,(주)이키즈랜드,JV1983,2103401983,8218101671
29,29,(주)켄싱턴코리아,JR7026,2102907026,1468701233
30,30,농업회사법인켄싱턴팜(주),LI4421,2301904421,8948601994
31,31,(주)글로벌스포츠,175768,175768,1058619318
